ts,open,high,low,close,vol
1782281400000,62825.0,62853.7,62779.9,62811.8,125.901
1782281700000,62811.5,62822.2,62757.5,62781.5,119.821
1782282000000,62781.5,62832.0,62760.0,62811.8,113.353
1782282300000,62811.8,62888.0,62800.0,62829.8,161.673
1782282600000,62829.8,62837.2,62789.5,62815.3,188.195
1782282900000,62815.3,62851.9,62804.6,62821.9,122.03
1782283200000,62821.9,62835.2,62756.8,62756.8,145.083
1782283500000,62756.8,62765.7,62700.0,62721.8,238.722
1782283800000,62721.7,62770.7,62708.9,62758.0,134.147
1782284100000,62758.1,62762.3,62742.0,62754.6,75.14
1782284400000,62754.7,62781.6,62691.2,62779.9,265.94
1782284700000,62779.9,62790.5,62656.5,62676.6,452.504
1782285000000,62676.6,62822.0,62667.7,62788.8,245.237
1782285300000,62788.7,62792.9,62709.5,62716.1,161.217
1782285600000,62716.0,62738.5,62678.4,62698.4,147.235
1782285900000,62698.4,62710.7,62640.0,62640.5,237.372
1782286200000,62640.5,62707.1,62629.9,62672.8,246.135
1782286500000,62672.7,62688.2,62600.8,62621.5,319.673
1782286800000,62621.4,62677.8,62621.4,62668.8,190.257
1782287100000,62668.7,62705.4,62600.4,62637.8,539.084
1782287400000,62637.8,62662.4,62570.8,62636.1,421.413
1782287700000,62636.0,62659.8,62600.0,62630.3,180.176
1782288000000,62630.4,62673.6,62605.8,62631.7,432.022
1782288300000,62631.8,62663.2,62584.7,62609.5,210.134
1782288600000,62609.6,62638.4,62574.0,62637.0,301.74
1782288900000,62637.0,62695.6,62613.2,62621.2,181.14
1782289200000,62621.2,62697.9,62616.6,62676.3,222.315
1782289500000,62676.2,62689.5,62654.0,62683.5,161.064
1782289800000,62683.5,62776.7,62645.3,62743.8,425.266
1782290100000,62743.9,62750.0,62685.1,62701.5,215.405
1782290400000,62701.5,62771.4,62680.2,62767.6,153.134
1782290700000,62767.6,62774.0,62722.1,62722.1,166.041
1782291000000,62722.2,62778.5,62714.0,62771.3,170.548
1782291300000,62771.2,62786.2,62759.6,62773.0,109.984
1782291600000,62773.0,62773.0,62650.1,62721.5,250.72
1782291900000,62721.5,62766.6,62687.4,62709.0,149.414
1782292200000,62709.0,62761.1,62686.3,62750.1,208.303
1782292500000,62750.1,62757.8,62667.7,62700.7,144.263
1782292800000,62700.6,62718.9,62677.0,62684.1,94.193
1782293100000,62684.1,62696.5,62650.0,62655.3,77.638
1782293400000,62655.3,62680.6,62613.9,62667.1,145.862
1782293700000,62667.0,62676.3,62630.2,62669.2,88.315
1782294000000,62669.2,62669.2,62609.1,62636.0,58.676
1782294300000,62635.9,62671.6,62608.6,62651.5,92.916
1782294600000,62651.4,62680.0,62645.5,62665.1,66.918
1782294900000,62665.2,62693.3,62650.0,62650.2,110.953
1782295200000,62650.2,62657.8,62572.2,62600.1,286.864
1782295500000,62600.0,62644.2,62582.6,62605.6,194.517
1782295800000,62605.6,62605.7,62528.7,62584.5,357.443
1782296100000,62584.4,62610.0,62509.9,62510.0,305.014
1782296400000,62509.9,62541.5,62426.1,62541.5,1030.942
1782296700000,62541.4,62554.8,62503.6,62515.7,168.379
1782297000000,62515.9,62575.3,62485.0,62557.7,275.651
1782297300000,62557.6,62572.2,62493.6,62572.2,226.076
1782297600000,62572.1,62600.0,62552.8,62569.3,254.415
1782297900000,62569.3,62574.0,62507.6,62520.0,135.985
1782298200000,62520.0,62520.0,62427.9,62451.3,421.612
1782298500000,62451.4,62457.7,62365.4,62416.8,673.84
1782298800000,62416.9,62450.0,62386.2,62402.2,588.303
1782299100000,62402.3,62412.4,62272.1,62291.8,953.295
1782299400000,62291.9,62395.9,62291.8,62349.5,686.927
1782299700000,62349.5,62378.2,62306.9,62334.7,488.592
1782300000000,62334.7,62390.0,62289.7,62390.0,331.266
1782300300000,62390.0,62390.0,62322.4,62351.8,295.146
1782300600000,62351.9,62461.3,62351.8,62432.4,399.867
1782300900000,62432.3,62608.9,62423.5,62604.7,814.797
1782301200000,62604.7,62728.9,62575.0,62706.7,653.564
1782301500000,62706.7,63209.6,62688.1,63070.5,3838.936
1782301800000,63070.5,63070.5,62871.0,62900.5,1452.281
1782302100000,62900.5,62900.6,62817.1,62887.7,927.775
1782302400000,62887.8,62939.3,62810.0,62909.2,796.048
1782302700000,62909.2,62922.9,62774.5,62871.7,687.677
1782303000000,62871.6,62880.0,62783.4,62800.0,384.512
1782303300000,62800.0,62874.6,62775.0,62779.8,495.728
1782303600000,62779.9,62795.2,62733.8,62747.9,362.513
1782303900000,62747.9,62807.8,62720.4,62790.0,301.477
1782304200000,62790.0,62827.3,62727.6,62814.0,290.407
1782304500000,62814.0,62874.0,62744.3,62838.0,337.81
1782304800000,62838.1,62865.6,62786.9,62812.9,212.386
1782305100000,62812.9,62829.0,62727.7,62727.7,175.766
1782305400000,62727.7,62748.6,62577.2,62617.4,901.089
1782305700000,62617.3,62641.2,62543.4,62589.5,459.571
1782306000000,62589.5,62604.0,62357.4,62360.0,1304.004
1782306300000,62360.0,62411.7,62117.1,62217.1,2891.139
1782306600000,62217.1,62218.6,61952.8,62012.7,2769.739
1782306900000,62012.6,62208.0,61972.9,62174.4,1969.629
1782307200000,62174.5,62179.0,61642.5,61795.7,5580.593
1782307500000,61795.7,61884.7,61765.2,61824.5,1537.655
1782307800000,61824.5,62127.5,61680.0,62007.3,3429.024
1782308100000,62007.3,62050.1,61808.8,61820.5,1699.045
1782308400000,61820.5,61835.4,61348.5,61464.2,4984.433
1782308700000,61464.2,61555.0,61254.7,61458.0,4798.891
1782309000000,61457.9,61624.7,61424.9,61461.4,2166.799
1782309300000,61461.5,61465.2,61220.7,61308.2,2341.819
1782309600000,61308.2,61382.7,61150.7,61255.8,2993.236
1782309900000,61255.7,61434.5,61255.0,61326.9,1705.35
1782310200000,61326.9,61414.5,61077.6,61211.1,2693.435
1782310500000,61211.0,61292.7,60900.0,60992.0,4272.717
1782310800000,60991.9,61267.0,60866.0,61215.7,3936.59
1782311100000,61215.6,61263.6,61150.0,61209.3,1281.09
1782311400000,61209.4,61354.7,61194.0,61295.0,2069.086
1782311700000,61295.0,61359.0,61080.2,61082.1,1417.126
1782312000000,61082.1,61177.1,61032.8,61132.8,1063.43
1782312300000,61132.8,61226.8,61089.0,61111.4,1234.51
1782312600000,61111.4,61159.1,60964.1,60970.1,1106.803
1782312900000,60970.0,61119.2,60915.0,61085.3,1210.499
1782313200000,61085.3,61096.3,60908.1,60917.5,1072.52
1782313500000,60917.4,60974.8,60815.1,60885.4,2014.322
1782313800000,60885.4,60981.4,60840.0,60871.8,1121.632
1782314100000,60871.9,60974.7,60836.0,60957.4,1393.126
